id,county,state,total population,black american population,percent of total population
13313,Whitfield County,Georgia,104628,4607,0.04403219
13315,Wilcox County,Georgia,8635,2979,0.344991314
13317,Wilkes County,Georgia,9777,4018,0.410964509
13319,Wilkinson County,Georgia,8954,3405,0.380276971
13321,Worth County,Georgia,20247,5670,0.280041488
15001,Hawaii County,Hawaii,201513,1704,0.00845603
15003,Honolulu County,Hawaii,974563,27466,0.028182888
15005,Kalawao County,Hawaii,86,0,0
15007,Kauai County,Hawaii,72293,487,0.006736475
15009,Maui County,Hawaii,167417,1301,0.007771015
16001,Ada County,Idaho,481587,6635,0.013777365
16003,Adams County,Idaho,4294,16,0.003726129
16005,Bannock County,Idaho,87808,959,0.010921556
16007,Bear Lake County,Idaho,6125,23,0.003755102
16009,Benewah County,Idaho,9298,43,0.00462465
16011,Bingham County,Idaho,46811,281,0.006002863
16013,Blaine County,Idaho,23021,153,0.006646106
16015,Boise County,Idaho,7831,36,0.004597114
16017,Bonner County,Idaho,45739,147,0.003213887
16019,Bonneville County,Idaho,119062,879,0.007382708
16021,Boundary County,Idaho,12245,85,0.006941609
16023,Butte County,Idaho,2597,11,0.004235657
16025,Camas County,Idaho,1106,6,0.005424955
16027,Canyon County,Idaho,229849,1911,0.008314154
16029,Caribou County,Idaho,7155,9,0.001257862
16031,Cassia County,Idaho,24030,210,0.008739076
16033,Clark County,Idaho,845,10,0.01183432
16035,Clearwater County,Idaho,8756,55,0.006281407
16037,Custer County,Idaho,4315,25,0.005793743
16039,Elmore County,Idaho,27511,841,0.03056959
16041,Franklin County,Idaho,13876,47,0.003387143
16043,Fremont County,Idaho,13099,110,0.008397588
16045,Gem County,Idaho,18112,46,0.002539753
16047,Gooding County,Idaho,15179,89,0.005863364
16049,Idaho County,Idaho,16667,85,0.005099898
16051,Jefferson County,Idaho,29871,147,0.004921161
16053,Jerome County,Idaho,24412,188,0.007701131
16055,Kootenai County,Idaho,165697,700,0.004224579
16057,Latah County,Idaho,40108,452,0.011269572
16059,Lemhi County,Idaho,8027,29,0.003612807
16061,Lewis County,Idaho,3838,24,0.006253257
16063,Lincoln County,Idaho,5366,28,0.00521804
16065,Madison County,Idaho,39907,301,0.007542536
16067,Minidoka County,Idaho,21039,177,0.008412947
16069,Nez Perce County,Idaho,40408,215,0.005320729
16071,Oneida County,Idaho,4531,17,0.003751931
16073,Owyhee County,Idaho,11823,108,0.009134737
16075,Payette County,Idaho,23951,117,0.004884973
16077,Power County,Idaho,7681,84,0.010936076
16079,Shoshone County,Idaho,12882,86,0.006675982
16081,Teton County,Idaho,12142,55,0.004529732
16083,Twin Falls County,Idaho,86878,790,0.009093211
16085,Valley County,Idaho,11392,54,0.004740169
16087,Washington County,Idaho,10194,62,0.006082009
17001,Adams County,Illinois,65435,2557,0.039076947
17003,Alexander County,Illinois,5761,1830,0.317653185
17005,Bond County,Illinois,16426,1041,0.063375137
17007,Boone County,Illinois,53544,1503,0.028070372
17009,Brown County,Illinois,6578,1242,0.188811189
17011,Bureau County,Illinois,32628,343,0.010512443
17013,Calhoun County,Illinois,4739,21,0.004431315
17015,Carroll County,Illinois,14305,157,0.010975184
17017,Cass County,Illinois,12147,624,0.051370709
17019,Champaign County,Illinois,209689,29029,0.138438354
17021,Christian County,Illinois,32304,520,0.016097078
17023,Clark County,Illinois,15441,75,0.004857198
17025,Clay County,Illinois,13184,76,0.005764563
17027,Clinton County,Illinois,37562,1376,0.036632767
17029,Coles County,Illinois,50621,2041,0.040319235
17031,Cook County,Illinois,5150233,1226489,0.23814243
17033,Crawford County,Illinois,18667,970,0.051963358
17035,Cumberland County,Illinois,10766,54,0.00501579
17037,DeKalb County,Illinois,104897,8742,0.083338894
17039,De Witt County,Illinois,15638,153,0.00978386
17041,Douglas County,Illinois,19465,134,0.006884151
17043,DuPage County,Illinois,922921,48820,0.052897269
17045,Edgar County,Illinois,17161,102,0.00594371
17047,Edwards County,Illinois,6395,34,0.005316654
17049,Effingham County,Illinois,34008,212,0.006233827
17051,Fayette County,Illinois,21336,974,0.045650544
17053,Ford County,Illinois,12961,139,0.010724481
17055,Franklin County,Illinois,38469,235,0.006108815
17057,Fulton County,Illinois,34340,1400,0.040768783
17059,Gallatin County,Illinois,4828,34,0.007042254
17061,Greene County,Illinois,12969,172,0.013262395
17063,Grundy County,Illinois,51054,924,0.018098484
17065,Hamilton County,Illinois,8116,52,0.006407097
17067,Hancock County,Illinois,17708,114,0.006437768
17069,Hardin County,Illinois,3821,17,0.004449097
17071,Henderson County,Illinois,6646,41,0.006169124
17073,Henry County,Illinois,48913,969,0.019810684
17075,Iroquois County,Illinois,27114,331,0.012207716
17077,Jackson County,Illinois,56750,8628,0.152035242
17079,Jasper County,Illinois,9610,29,0.00301769
17081,Jefferson County,Illinois,37684,3357,0.0890829
17083,Jersey County,Illinois,21773,175,0.008037478
17085,Jo Daviess County,Illinois,21235,163,0.007676007
17087,Johnson County,Illinois,12417,883,0.071112185
17089,Kane County,Illinois,532403,31910,0.059935801
17091,Kankakee County,Illinois,109862,16479,0.149997269
17093,Kendall County,Illinois,128990,10261,0.079548802
17095,Knox County,Illinois,49699,4143,0.083361838
17097,Lake County,Illinois,696535,52106,0.07480744
17099,LaSalle County,Illinois,108669,3129,0.02879386
17101,Lawrence County,Illinois,15678,1609,0.102627886
17103,Lee County,Illinois,34096,1911,0.05604763
17105,Livingston County,Illinois,35648,1521,0.04266719
17107,Logan County,Illinois,28618,2441,0.085295968
17109,McDonough County,Illinois,29682,1630,0.054915437
17111,McHenry County,Illinois,307774,5518,0.01792874
17113,McLean County,Illinois,171517,14401,0.083962523
17115,Macon County,Illinois,104009,18465,0.177532714
17117,Macoupin County,Illinois,44926,434,0.00966033
17119,Madison County,Illinois,262966,23226,0.088323205
17121,Marion County,Illinois,37205,1594,0.042843704
17123,Marshall County,Illinois,11438,83,0.007256513
17125,Mason County,Illinois,13359,89,0.006662175
17127,Massac County,Illinois,13772,840,0.06099332
17129,Menard County,Illinois,12196,111,0.009101345
17131,Mercer County,Illinois,15437,112,0.007255296
17133,Monroe County,Illinois,34637,153,0.004417242
17135,Montgomery County,Illinois,28414,1006,0.035405082
17137,Morgan County,Illinois,33658,2334,0.069344584
17139,Moultrie County,Illinois,14501,112,0.007723605
17141,Ogle County,Illinois,50643,634,0.012519006
17143,Peoria County,Illinois,179179,33636,0.187722892
17145,Perry County,Illinois,20916,1903,0.09098298
17147,Piatt County,Illinois,16344,109,0.006669114
17149,Pike County,Illinois,15561,229,0.014716278
17151,Pope County,Illinois,4177,224,0.053627005
17153,Pulaski County,Illinois,5335,1635,0.306466729
17155,Putnam County,Illinois,5739,44,0.007666841
17157,Randolph County,Illinois,31782,3371,0.106066327
17159,Richland County,Illinois,15513,143,0.009218075
17161,Rock Island County,Illinois,141879,15716,0.110770445
17163,St. Clair County,Illinois,259686,79344,0.305538227
17165,Saline County,Illinois,23491,900,0.038312545
17167,Sangamon County,Illinois,194672,25272,0.129818361
17169,Schuyler County,Illinois,6768,246,0.036347518
17171,Scott County,Illinois,4951,31,0.006261361
17173,Shelby County,Illinois,21634,87,0.004021448
17175,Stark County,Illinois,5342,46,0.008611007
17177,Stephenson County,Illinois,44498,4643,0.104341768
17179,Tazewell County,Illinois,131803,1816,0.013778139
17181,Union County,Illinois,16653,222,0.013330931
17183,Vermilion County,Illinois,75758,10570,0.139523219
17185,Wabash County,Illinois,11520,117,0.01015625
17187,Warren County,Illinois,16844,490,0.029090477
17189,Washington County,Illinois,13887,137,0.009865342
17191,Wayne County,Illinois,16215,99,0.006105458
17193,White County,Illinois,13537,95,0.007017803
17195,Whiteside County,Illinois,55175,1003,0.018178523
17197,Will County,Illinois,690743,84524,0.122366785
17199,Williamson County,Illinois,66597,3096,0.046488581
17201,Winnebago County,Illinois,282572,39450,0.139610436
17203,Woodford County,Illinois,38459,284,0.007384487
18001,Adams County,Indiana,35777,198,0.005534282
18003,Allen County,Indiana,379299,45450,0.119826311
18005,Bartholomew County,Indiana,83779,1974,0.02356199
18007,Benton County,Indiana,8748,97,0.011088249
18009,Blackford County,Indiana,11758,90,0.007654363
18011,Boone County,Indiana,67843,1424,0.020989638
18013,Brown County,Indiana,15092,110,0.00728863
18015,Carroll County,Indiana,20257,201,0.009922496
18017,Cass County,Indiana,37689,889,0.023587784
18019,Clark County,Indiana,118302,9886,0.083565789
18021,Clay County,Indiana,26225,195,0.007435653
18023,Clinton County,Indiana,32399,251,0.007747153
18025,Crawford County,Indiana,10577,71,0.006712678
18027,Daviess County,Indiana,33351,768,0.023027795
18029,Dearborn County,Indiana,49458,345,0.006975616
18031,Decatur County,Indiana,26559,168,0.006325539
18033,DeKalb County,Indiana,43475,242,0.005566417
18035,Delaware County,Indiana,114135,8273,0.072484339
18037,Dubois County,Indiana,42736,370,0.008657806
18039,Elkhart County,Indiana,206341,12601,0.061068813
18041,Fayette County,Indiana,23102,340,0.01471734
18043,Floyd County,Indiana,78522,4325,0.055080105
18045,Fountain County,Indiana,16346,92,0.005628288
18047,Franklin County,Indiana,22758,74,0.003251604
18049,Fulton County,Indiana,19974,172,0.008611195
18051,Gibson County,Indiana,33659,917,0.027243828
18053,Grant County,Indiana,65769,4852,0.073773358
18055,Greene County,Indiana,31922,94,0.002944678
18057,Hamilton County,Indiana,338011,15333,0.045362429
18059,Hancock County,Indiana,78168,2487,0.031816088
18061,Harrison County,Indiana,40515,290,0.007157843
18063,Hendricks County,Indiana,170311,13326,0.078245093
18065,Henry County,Indiana,47972,1314,0.027390978
18067,Howard County,Indiana,82544,6548,0.079327389
18069,Huntington County,Indiana,36520,274,0.007502738
18071,Jackson County,Indiana,44231,593,0.013406887
18073,Jasper County,Indiana,33562,304,0.009057863
18075,Jay County,Indiana,20436,109,0.005333725
18077,Jefferson County,Indiana,32308,700,0.02166646
18079,Jennings County,Indiana,27735,246,0.008869659
18081,Johnson County,Indiana,158167,4095,0.025890356
18083,Knox County,Indiana,36594,1093,0.029868284
18085,Kosciusko County,Indiana,79456,913,0.011490636
18087,LaGrange County,Indiana,39614,215,0.005427374
18089,Lake County,Indiana,485493,118555,0.244195076
18091,LaPorte County,Indiana,109888,12750,0.116027228
18093,Lawrence County,Indiana,45370,230,0.005069429
18095,Madison County,Indiana,129569,11083,0.085537436
18097,Marion County,Indiana,964582,280667,0.29097267
18099,Marshall County,Indiana,46258,388,0.008387738
18101,Martin County,Indiana,10255,36,0.003510483
18103,Miami County,Indiana,35516,1801,0.050709539
18105,Monroe County,Indiana,148431,5519,0.03718226
18107,Montgomery County,Indiana,38338,437,0.011398612
18109,Morgan County,Indiana,70489,383,0.005433472
18111,Newton County,Indiana,13984,140,0.010011442
18113,Noble County,Indiana,47744,557,0.011666387
18115,Ohio County,Indiana,5875,38,0.006468085
18117,Orange County,Indiana,19646,325,0.016542808
18119,Owen County,Indiana,20799,111,0.005336795
18121,Parke County,Indiana,16937,453,0.026746177
18123,Perry County,Indiana,19169,574,0.029944181
18125,Pike County,Indiana,12389,88,0.007103075
18127,Porter County,Indiana,170389,7566,0.044404275
18129,Posey County,Indiana,25427,267,0.010500649
18131,Pulaski County,Indiana,12353,120,0.009714239
18133,Putnam County,Indiana,37576,1443,0.038402172
18135,Randolph County,Indiana,24665,183,0.00741942
18137,Ripley County,Indiana,28324,137,0.004836887
18139,Rush County,Indiana,16581,174,0.010493939
18141,St. Joseph County,Indiana,271826,37596,0.138309065
18143,Scott County,Indiana,23873,129,0.005403594
18145,Shelby County,Indiana,44729,636,0.014218963
18147,Spencer County,Indiana,20277,197,0.009715441
18149,Starke County,Indiana,22995,100,0.004348771
18151,Steuben County,Indiana,34594,309,0.008932185
18153,Sullivan County,Indiana,20669,1013,0.049010596
18155,Switzerland County,Indiana,10751,149,0.013859176
18157,Tippecanoe County,Indiana,195732,11551,0.059014367
18159,Tipton County,Indiana,15148,112,0.007393715
18161,Union County,Indiana,7054,68,0.009639921
18163,Vanderburgh County,Indiana,181451,17876,0.098516955
18165,Vermillion County,Indiana,15498,84,0.005420054
18167,Vigo County,Indiana,107038,7931,0.074095181
18169,Wabash County,Indiana,30996,264,0.008517228
18171,Warren County,Indiana,8265,33,0.00399274
18173,Warrick County,Indiana,62998,1122,0.017810089
18175,Washington County,Indiana,28036,143,0.005100585
18177,Wayne County,Indiana,65884,3316,0.050330885
18179,Wells County,Indiana,28296,249,0.00879983
18181,White County,Indiana,24102,217,0.009003402
18183,Whitley County,Indiana,33964,167,0.004916971
19001,Adair County,Iowa,7152,42,0.005872483
19003,Adams County,Iowa,3602,18,0.004997224
19005,Allamakee County,Iowa,13687,222,0.016219771
19007,Appanoose County,Iowa,12426,117,0.009415741
19009,Audubon County,Iowa,5496,31,0.005640466
19011,Benton County,Iowa,25645,186,0.007252876
19013,Black Hawk County,Iowa,131228,12729,0.096999116
19015,Boone County,Iowa,26234,311,0.011854845
19017,Bremer County,Iowa,25062,302,0.012050116
19019,Buchanan County,Iowa,21175,122,0.005761511
19021,Buena Vista County,Iowa,19620,670,0.034148828
19023,Butler County,Iowa,14439,49,0.003393587
19025,Calhoun County,Iowa,9668,230,0.023789822
19027,Carroll County,Iowa,20165,274,0.0135879
19029,Cass County,Iowa,12836,59,0.004596447
19031,Cedar County,Iowa,18627,119,0.006388576
19033,Cerro Gordo County,Iowa,42450,878,0.020683157
19035,Cherokee County,Iowa,11235,135,0.012016021
19037,Chickasaw County,Iowa,11933,92,0.007709713
19039,Clarke County,Iowa,9395,118,0.012559872
19041,Clay County,Iowa,16016,148,0.009240759
19043,Clayton County,Iowa,17549,150,0.008547496
19045,Clinton County,Iowa,46429,1422,0.03062741
19047,Crawford County,Iowa,16820,603,0.035850178
19049,Dallas County,Iowa,93453,2476,0.026494602
19051,Davis County,Iowa,9000,22,0.002444444
19053,Decatur County,Iowa,7870,168,0.021346887
19055,Delaware County,Iowa,17011,148,0.008700253
19057,Des Moines County,Iowa,38967,2419,0.062078169
19059,Dickinson County,Iowa,17258,105,0.006084135
19061,Dubuque County,Iowa,97311,3537,0.036347381
19063,Emmet County,Iowa,9208,124,0.013466551
19065,Fayette County,Iowa,19650,303,0.015419847
19067,Floyd County,Iowa,15642,441,0.028193326
19069,Franklin County,Iowa,10070,122,0.012115194
19071,Fremont County,Iowa,6960,65,0.00933908
19073,Greene County,Iowa,8888,47,0.005288029
19075,Grundy County,Iowa,12232,74,0.006049706
19077,Guthrie County,Iowa,10689,71,0.006642343
19079,Hamilton County,Iowa,14773,201,0.013605903
19081,Hancock County,Iowa,10630,107,0.010065851
19083,Hardin County,Iowa,16846,260,0.015433931
19085,Harrison County,Iowa,14049,59,0.004199587
19087,Henry County,Iowa,19954,550,0.027563396
19089,Howard County,Iowa,9158,60,0.006551649
19091,Humboldt County,Iowa,9558,82,0.008579201
19093,Ida County,Iowa,6860,36,0.005247813
19095,Iowa County,Iowa,16184,126,0.007785467
19097,Jackson County,Iowa,19439,136,0.006996245
19099,Jasper County,Iowa,37185,863,0.023208283
19101,Jefferson County,Iowa,18295,472,0.025799399
19103,Johnson County,Iowa,151140,11368,0.075215032
19105,Jones County,Iowa,20681,553,0.026739519
19107,Keokuk County,Iowa,10246,73,0.007124732
19109,Kossuth County,Iowa,14813,161,0.010868831
19111,Lee County,Iowa,33657,1058,0.031434768
19113,Linn County,Iowa,226706,13893,0.061282013
19115,Louisa County,Iowa,11035,117,0.010602628
19117,Lucas County,Iowa,8600,50,0.005813953
19119,Lyon County,Iowa,11755,48,0.004083369
19121,Madison County,Iowa,16338,104,0.006365528
19123,Mahaska County,Iowa,22095,407,0.018420457
19125,Marion County,Iowa,33253,286,0.008600728
19127,Marshall County,Iowa,39369,898,0.022809825
19129,Mills County,Iowa,15109,112,0.0074128
19131,Mitchell County,Iowa,10586,61,0.005762328
19133,Monona County,Iowa,8615,63,0.007312826
19135,Monroe County,Iowa,7707,63,0.008174387
19137,Montgomery County,Iowa,9917,62,0.006251891
19139,Muscatine County,Iowa,42664,1298,0.030423776
19141,O'Brien County,Iowa,13753,208,0.015123973
19143,Osceola County,Iowa,5958,61,0.010238335
19145,Page County,Iowa,15107,434,0.028728404
19147,Palo Alto County,Iowa,8886,189,0.021269413
19149,Plymouth County,Iowa,25177,392,0.015569766
19151,Pocahontas County,Iowa,6619,71,0.010726696
19153,Polk County,Iowa,490161,35109,0.071627486
19155,Pottawattamie County,Iowa,93206,1673,0.017949488
19157,Poweshiek County,Iowa,18504,308,0.01664505
19159,Ringgold County,Iowa,4894,34,0.006947282
19161,Sac County,Iowa,9721,43,0.004423413
19163,Scott County,Iowa,172943,13829,0.079962762
19165,Shelby County,Iowa,11454,132,0.011524358
19167,Sioux County,Iowa,34855,280,0.008033281
19169,Story County,Iowa,97117,3009,0.030983247
19171,Tama County,Iowa,16854,163,0.009671295
19173,Taylor County,Iowa,6121,34,0.005554648
19175,Union County,Iowa,12241,168,0.013724369
19177,Van Buren County,Iowa,7044,16,0.002271437
19179,Wapello County,Iowa,34969,1343,0.038405445
19181,Warren County,Iowa,51466,482,0.009365406
19183,Washington County,Iowa,21965,267,0.012155702
19185,Wayne County,Iowa,6441,32,0.004968173
19187,Webster County,Iowa,35904,1688,0.04701426
19189,Winnebago County,Iowa,10354,173,0.016708518
19191,Winneshiek County,Iowa,19991,170,0.008503827
19193,Woodbury County,Iowa,103107,4801,0.046563279
19195,Worth County,Iowa,7381,73,0.009890259
19197,Wright County,Iowa,12562,147,0.011701958
20001,Allen County,Kansas,12369,270,0.021828765
20003,Anderson County,Kansas,7858,49,0.006235683
20005,Atchison County,Kansas,16073,777,0.04834194
20007,Barber County,Kansas,4427,44,0.009939011
20009,Barton County,Kansas,25779,490,0.019007719
20011,Bourbon County,Kansas,14534,471,0.03240677
20013,Brown County,Kansas,9564,149,0.015579256
20015,Butler County,Kansas,66911,1486,0.022208605
20017,Chase County,Kansas,2648,33,0.012462236
20019,Chautauqua County,Kansas,3250,46,0.014153846
20021,Cherokee County,Kansas,19939,174,0.008726616
20023,Cheyenne County,Kansas,2657,11,0.004140008
20025,Clark County,Kansas,1994,9,0.004513541
20027,Clay County,Kansas,8002,83,0.010372407
20029,Cloud County,Kansas,8786,94,0.010698839
20031,Coffey County,Kansas,8179,76,0.009292089
20033,Comanche County,Kansas,1700,8,0.004705882
20035,Cowley County,Kansas,34908,992,0.028417555
20037,Crawford County,Kansas,38818,940,0.02421557
20039,Decatur County,Kansas,2827,33,0.011673152
20041,Dickinson County,Kansas,18466,206,0.011155637
20043,Doniphan County,Kansas,7600,250,0.032894737
20045,Douglas County,Kansas,122259,5701,0.046630514
20047,Edwards County,Kansas,2798,50,0.017869907
20049,Elk County,Kansas,2530,4,0.001581028
20051,Ellis County,Kansas,28553,396,0.013868945
20053,Ellsworth County,Kansas,6102,329,0.053916749
20055,Finney County,Kansas,36467,1610,0.044149505
20057,Ford County,Kansas,33619,954,0.028376811
20059,Franklin County,Kansas,25544,385,0.015072033
20061,Geary County,Kansas,31670,5736,0.181117777
20063,Gove County,Kansas,2636,16,0.006069803
20065,Graham County,Kansas,2482,97,0.039081386
20067,Grant County,Kansas,7150,74,0.01034965
20069,Gray County,Kansas,5988,113,0.018871075
20071,Greeley County,Kansas,1232,8,0.006493506
20073,Greenwood County,Kansas,5982,38,0.006352391
20075,Hamilton County,Kansas,2539,79,0.031114612
20077,Harper County,Kansas,5436,37,0.006806475
20079,Harvey County,Kansas,34429,627,0.018211392
20081,Haskell County,Kansas,3968,25,0.006300403
20083,Hodgeman County,Kansas,1794,24,0.013377926
20085,Jackson County,Kansas,13171,112,0.00850353
20087,Jefferson County,Kansas,19043,148,0.007771885
20089,Jewell County,Kansas,2879,10,0.003473428
20091,Johnson County,Kansas,602401,29795,0.049460409
20093,Kearny County,Kansas,3838,44,0.011464304
20095,Kingman County,Kansas,7152,29,0.00405481
20097,Kiowa County,Kansas,2475,34,0.013737374
20099,Labette County,Kansas,19618,838,0.042715873
20101,Lane County,Kansas,1535,18,0.011726384
20103,Leavenworth County,Kansas,81758,7602,0.092981727
20105,Lincoln County,Kansas,2962,21,0.007089804
20107,Linn County,Kansas,9703,87,0.008966299
20109,Logan County,Kansas,2794,23,0.008231926
20111,Lyon County,Kansas,33195,845,0.025455641
20113,McPherson County,Kansas,28542,377,0.013208605
20115,Marion County,Kansas,11884,127,0.010686637
20117,Marshall County,Kansas,9707,58,0.00597507
20119,Meade County,Kansas,4033,44,0.010909993
20121,Miami County,Kansas,34237,524,0.015305079
20123,Mitchell County,Kansas,5979,19,0.003177789
20125,Montgomery County,Kansas,31829,1677,0.0526878
20127,Morris County,Kansas,5620,33,0.005871886
20129,Morton County,Kansas,2587,43,0.016621569
20131,Nemaha County,Kansas,10231,79,0.00772163
20133,Neosho County,Kansas,16007,205,0.012806897
20135,Ness County,Kansas,2750,28,0.010181818
20137,Norton County,Kansas,5361,192,0.035814214
20139,Osage County,Kansas,15949,111,0.006959684
20141,Osborne County,Kansas,3421,17,0.004969307
20143,Ottawa County,Kansas,5704,67,0.011746143
20145,Pawnee County,Kansas,6414,367,0.057218584
20147,Phillips County,Kansas,5234,23,0.004394345
20149,Pottawatomie County,Kansas,24383,295,0.012098593
20151,Pratt County,Kansas,9164,159,0.017350502
20153,Rawlins County,Kansas,2530,24,0.009486166
20155,Reno County,Kansas,61998,2106,0.033968838
20157,Republic County,Kansas,4636,37,0.007981018
20159,Rice County,Kansas,9537,166,0.017405893
20161,Riley County,Kansas,74232,5174,0.069700399
20163,Rooks County,Kansas,4920,40,0.008130081
20165,Rush County,Kansas,3036,16,0.005270092
20167,Russell County,Kansas,6856,91,0.013273046
20169,Saline County,Kansas,54224,1966,0.036257008
20171,Scott County,Kansas,4823,39,0.008086253
20173,Sedgwick County,Kansas,516042,47827,0.092680441
20175,Seward County,Kansas,21428,981,0.045781221
20177,Shawnee County,Kansas,176875,14996,0.084783039
20179,Sheridan County,Kansas,2521,21,0.008330028
20181,Sherman County,Kansas,5917,67,0.011323306
20183,Smith County,Kansas,3583,10,0.002790957
20185,Stafford County,Kansas,4156,29,0.006977863
20187,Stanton County,Kansas,2006,20,0.00997009
20189,Stevens County,Kansas,5485,47,0.008568824
20191,Sumner County,Kansas,22836,303,0.013268523
20193,Thomas County,Kansas,7777,90,0.011572586
20195,Trego County,Kansas,2803,21,0.007491973
20197,Wabaunsee County,Kansas,6931,50,0.007213966
20199,Wallace County,Kansas,1518,14,0.009222661
20201,Washington County,Kansas,5406,30,0.00554939
20203,Wichita County,Kansas,2119,37,0.017461067
20205,Wilson County,Kansas,8525,45,0.005278592
20207,Woodson County,Kansas,3138,20,0.006373486
20209,Wyandotte County,Kansas,165429,37413,0.226157445
21001,Adair County,Kentucky,19202,554,0.028851161
21003,Allen County,Kentucky,21315,267,0.01252639
21005,Anderson County,Kentucky,22747,486,0.021365455
21007,Ballard County,Kentucky,7888,272,0.034482759
21009,Barren County,Kentucky,44249,1864,0.042125246
21011,Bath County,Kentucky,12500,171,0.01368
21013,Bell County,Kentucky,26032,641,0.02462354
21015,Boone County,Kentucky,133581,5142,0.038493498
21017,Bourbon County,Kentucky,19788,1175,0.059379422
21019,Boyd County,Kentucky,46718,1347,0.02883257
21021,Boyle County,Kentucky,30060,2459,0.081803061
21023,Bracken County,Kentucky,8303,63,0.007587619
21025,Breathitt County,Kentucky,12630,80,0.006334125
21027,Breckinridge County,Kentucky,20477,443,0.021634028
21029,Bullitt County,Kentucky,81676,1177,0.014410598
21031,Butler County,Kentucky,12879,92,0.007143412
21033,Caldwell County,Kentucky,12747,691,0.054208833
21035,Calloway County,Kentucky,39001,1569,0.040229738
21037,Campbell County,Kentucky,93584,2840,0.030347068
21039,Carlisle County,Kentucky,4760,70,0.014705882
21041,Carroll County,Kentucky,10631,223,0.02097639
21043,Carter County,Kentucky,26797,186,0.006941075
21045,Casey County,Kentucky,16159,179,0.011077418
21047,Christian County,Kentucky,70461,15593,0.221299726
21049,Clark County,Kentucky,36263,1753,0.048341285
21051,Clay County,Kentucky,19901,815,0.040952716
21053,Clinton County,Kentucky,10218,61,0.005969857
21055,Crittenden County,Kentucky,8806,96,0.010901658
21057,Cumberland County,Kentucky,6614,194,0.029331721
21059,Daviess County,Kentucky,101511,5181,0.051038804
21061,Edmonson County,Kentucky,12150,240,0.019753086
21063,Elliott County,Kentucky,7517,287,0.038180125
21065,Estill County,Kentucky,14106,68,0.004820644
21067,Fayette County,Kentucky,323152,50310,0.15568525
21069,Fleming County,Kentucky,14581,222,0.015225293
21071,Floyd County,Kentucky,35589,394,0.011070836
21073,Franklin County,Kentucky,50991,5411,0.106116766
21075,Fulton County,Kentucky,5969,1460,0.244597085
21077,Gallatin County,Kentucky,8869,147,0.016574586
21079,Garrard County,Kentucky,17666,375,0.021227216
21081,Grant County,Kentucky,25069,254,0.010132036
21083,Graves County,Kentucky,37266,1577,0.042317394
21085,Grayson County,Kentucky,26427,320,0.012108828
21087,Green County,Kentucky,10941,223,0.020382049
21089,Greenup County,Kentucky,35098,308,0.008775429
21091,Hancock County,Kentucky,8722,135,0.015478101
21093,Hardin County,Kentucky,110958,14045,0.126579426
21095,Harlan County,Kentucky,26010,545,0.020953479
21097,Harrison County,Kentucky,18886,439,0.023244732
21099,Hart County,Kentucky,19035,865,0.045442606
21101,Henderson County,Kentucky,45210,3805,0.084162796
21103,Henry County,Kentucky,16126,477,0.029579561
21105,Hickman County,Kentucky,4380,411,0.093835616
21107,Hopkins County,Kentucky,44686,3058,0.068433066
21109,Jackson County,Kentucky,13329,43,0.003226048
21111,Jefferson County,Kentucky,766757,171472,0.223632781
21113,Jessamine County,Kentucky,54115,2497,0.046142474
21115,Johnson County,Kentucky,22188,94,0.004236524
21117,Kenton County,Kentucky,166998,8238,0.049329932
21119,Knott County,Kentucky,14806,150,0.010131028
21121,Knox County,Kentucky,31145,408,0.013100016
21123,Larue County,Kentucky,14398,445,0.03090707
21125,Laurel County,Kentucky,60813,495,0.008139707
21127,Lawrence County,Kentucky,15317,66,0.004308938
21129,Lee County,Kentucky,7403,206,0.027826557
21131,Leslie County,Kentucky,9877,41,0.004151058
21133,Letcher County,Kentucky,21553,131,0.00607804
21135,Lewis County,Kentucky,13275,58,0.004369115
21137,Lincoln County,Kentucky,24549,543,0.022119027
21139,Livingston County,Kentucky,9194,59,0.006417229
21141,Logan County,Kentucky,27102,1714,0.063242565
21143,Lyon County,Kentucky,8210,478,0.058221681
21145,McCracken County,Kentucky,65418,7220,0.110367177
21147,McCreary County,Kentucky,17231,1014,0.058847426
21149,McLean County,Kentucky,9207,84,0.009123493
21151,Madison County,Kentucky,92987,4234,0.045533247
21153,Magoffin County,Kentucky,12161,30,0.002466902
21155,Marion County,Kentucky,19273,1346,0.069838634
21157,Marshall County,Kentucky,31100,158,0.005080386
21159,Martin County,Kentucky,11195,786,0.070209915
21161,Mason County,Kentucky,17070,1073,0.062858817
21163,Meade County,Kentucky,28572,1135,0.039724206
21165,Menifee County,Kentucky,6489,184,0.028355679
21167,Mercer County,Kentucky,21933,803,0.036611499
21169,Metcalfe County,Kentucky,10071,177,0.017575216
21171,Monroe County,Kentucky,10650,243,0.022816901
21173,Montgomery County,Kentucky,28157,758,0.026920482
21175,Morgan County,Kentucky,13309,643,0.048313172
21177,Muhlenberg County,Kentucky,30622,1496,0.048853765
21179,Nelson County,Kentucky,46233,2361,0.051067419
21181,Nicholas County,Kentucky,7269,64,0.008804512
21183,Ohio County,Kentucky,23994,352,0.014670334
21185,Oldham County,Kentucky,66799,2909,0.043548556
21187,Owen County,Kentucky,10901,126,0.011558573
21189,Owsley County,Kentucky,4415,22,0.004983012
21191,Pendleton County,Kentucky,14590,151,0.010349554
21193,Perry County,Kentucky,25758,424,0.016460905
21195,Pike County,Kentucky,57876,443,0.007654295
